snippet,intent
formatter.push_alignment(align),"Push a new alignment setting onto the alignment stack . If the alignment value is changed from the previous setting , the writer ’ s new_alignment ( ) method is called with the `align` value ."
fileinput.input(files=None),Create an instance of the FileInput class . With arguments `files`.
"os.sendfile(out, in, offset, count, headers)",Copy `count` bytes from file descriptor `in` to file descriptor `out` starting at `offset` . The second case may be used on Mac OS X and FreeBSD where `headers` and `trailers` are arbitrary sequences of buffers that are written before and after the data from in is written .
"bdb.get_stack(f, t)","Get a list of records for a frame and all higher ( calling ) and lower frames , and the size of the higher part . With arguments `f`, `t`."
"Packer.pack_farray(n, array, pack_item)","Packs a fixed length list ( `array` ) of homogeneous items . `n` is the length of the list ; it is not packed into the buffer , but a ValueError exception is raised if len ( array ) is not equal to n. As above , `pack_item` is the function used to pack each element ."
"loop.connect_read_pipe(protocol_factory, pipe)",Register the read end of `pipe` in the event loop . `protocol_factory` must be a callable returning an asyncio protocol implementation .
"scheduler.enterabs(time, priority, action, kwargs={})","Schedule a new event . The `time` `argument` should be a numeric type compatible with the return value of the timefunc function passed to the constructor . Events scheduled for the same time will be executed in the order of their `priority` . Executing the event means executing `action` ( *argument , **kwargs ) . `kwargs` is a dictionary holding the keyword arguments for action ."
bz2.compress(data),"Compress `data` , a bytes-like object ."
super(),Return a proxy object that delegates method calls to a parent or sibling class of `type` .
compileall.compile_path(optimize=-1),Byte-compile all the .py files found along sys.path . With arguments `optimize`.
oct(x),"Convert an integer number to an octal string prefixed with “ 0o ” . If `x` is not a Python int object , it has to define an __index__ ( ) method that returns an integer ."
xml.dom.getDOMImplementation(features=()),"Return a suitable DOM implementation . The `features` list must be a sequence of ( feature , version ) pairs which are passed to the hasFeature ( ) method on available DOMImplementation objects ."
argparse.ArgumentParser(parents=),Create a new ArgumentParser object . With arguments `parents`.
ensurepip.bootstrap(root=None),Bootstraps pip into the current or designated environment . `root` specifies an alternative root directory to install relative to .
doctest.DocFileSuite(*paths),Convert doctest tests from one or more text files to a unittest.TestSuite . With arguments `*paths`.
frozenset(iterable),"Return a new frozenset object , optionally with elements taken from `iterable` ."
inspect.getinnerframes(traceback),Get a list of frame records for a `traceback` ’ s frame and all inner frames .
curses.curs_set(visibility),"Set the cursor state . `visibility` can be set to 0 , 1 , or 2 , for invisible , normal , or very visible ."
hex(x),"Convert an integer number to a lowercase hexadecimal string prefixed with “ 0x ” . If `x` is not a Python int object , it has to define an __index__ ( ) method that returns an integer ."
curses.keyname(k),Return the name of the key numbered `k` as a bytes object .
"message.set_param(param, value, replace=False)","Set a parameter in the Content-Type `header` . If the parameter already exists in the header , its `value` will be replaced with value . If `replace` is False ( the default ) the header is moved to the end of the list of headers . With arguments `param`."
"os.link(src, dst)",Create a hard link pointing to `src` named `dst` .
turtle.forward(distance),"Move the turtle forward by the specified `distance` , in the direction the turtle is headed ."
datetime.__str__(),"For a datetime instance d , str ( d ) is equivalent to d.isoformat ( ' ' ) ."
ArgumentParser.add_subparsers(title),"Many programs split up their functionality into a number of sub-commands , for example , the svn program can invoke sub-commands like svn checkout , svn update , and svn commit . The add_subparsers ( ) method also supports `title` and `description` keyword arguments ."
SSLSocket.read(len=1024),Read up to `len` bytes of data from the SSL socket and return the result as a bytes instance .
multiprocessing.set_start_method(method),Set the `method` which should be used to start child processes .
container.__iter__(),Return an iterator object .
"calendar.prcal(year, l=0)",Prints the calendar for an entire `year` as returned by calendar ( ) . With arguments `l`.
"FTP.login(user='anonymous', passwd='')",Log in as the given `user` . The `passwd` and `acct` parameters are optional and default to the empty string .
queue_listener.setFormatter(fmt),Sets the Formatter for this handler to `fmt` .
"element_tree.write(file, method=""xml"")","Writes the element tree to a `file` , as XML . `method` is either `` xml '' , `` html '' or `` text '' ( default is `` xml '' ) ."
resource.getrusage(who),"This function returns an object that describes the resources consumed by either the current process or its children , as specified by the `who` parameter ."
"xml.etree.ElementTree.SubElement(parent, tag, **extra)",Subelement factory . `parent` is the parent element . `tag` is the subelement name . With arguments `**extra`.
"tempfile.mktemp(prefix='tmp', dir=None)","Return an absolute pathname of a file that did not exist at the time the call is made . The `prefix` , `suffix` , and `dir` arguments are similar to those of mkstemp ( ) , except that bytes file names , suffix=None and prefix=None are not supported ."
"xmlparser.ElementDeclHandler(name, model)","Called once for each element type declaration . `name` is the name of the element type , and `model` is a representation of the content model ."
"mailbox.Maildir(dirname, create=True)","A subclass of Mailbox for mailboxes in Maildir format . If create is True and the `dirname` path exists , it will be treated as an existing maildir without attempting to verify its directory layout . If `create` is True , the mailbox is created if it does not exist ."
"msilib.Directory(database, cab, basedir, physical, logical, default)","Create a new directory in the Directory table . Files are added into the current component , and into the `cab` file . To create a directory , a base directory object needs to be specified ( can be None ) , the path to the `physical` directory , and a `logical` directory name . `default` specifies the DefaultDir slot in the directory table . With arguments `database`, `basedir`."
